obs_fcst,score_name,score_value
D02 - P10_19,es_cutoff,64.26065141055166
D02 - P10_19,fss_prob_t45,1.0
D02 - P10_19,fss_exp_t45,1.0
D02 - P10_19,fss_cutoff_t45,1.0
D02 - P10_19,fss_prob_t55,0.47138047138047146
D02 - P10_19,fss_exp_t55,0.47138047138047146
D02 - P10_19,fss_cutoff_t55,0.47138047138047146
D02 - P10_20,crps_prob,5.315884333164282
D02 - P10_20,crps_exp,5.344072409042706
D02 - P10_20,crps_cutoff,5.2985632959692355
D02 - P10_20,mse_prob,88.12870458194335
D02 - P10_20,mse_exp,88.51429309900988
D02 - P10_20,mse_cutoff,85.92710587128711
D02 - P10_20,es_exp,73.96817437043981
D02 - P10_20,es_cutoff,65.99744754489494
D02 - P10_20,fss_prob_t45,1.0
D02 - P10_20,fss_exp_t45,1.0
D02 - P10_20,fss_cutoff_t45,1.0
D02 - P10_20,fss_prob_t55,0.4377104377104378
D02 - P10_20,fss_exp_t55,0.4377104377104378
D02 - P10_20,fss_cutoff_t55,0.4377104377104378
D02 - P10_21,crps_prob,5.463301586718204
D02 - P10_21,crps_exp,5.4898938344284876
D02 - P10_21,crps_cutoff,5.434657945073785
D02 - P10_21,mse_prob,93.01890498240341
D02 - P10_21,mse_exp,93.40916116831683
D02 - P10_21,mse_cutoff,90.80843809900989
D02 - P10_21,es_exp,75.95332219123105
D02 - P10_21,es_cutoff,67.63226552364057
D02 - P10_21,fss_prob_t45,1.0
D02 - P10_21,fss_exp_t45,1.0
D02 - P10_21,fss_cutoff_t45,1.0
D02 - P10_21,fss_prob_t55,0.4040404040404042
D02 - P10_21,fss_exp_t55,0.4040404040404042
D02 - P10_21,fss_cutoff_t55,0.4040404040404042
D02 - P10_22,crps_prob,5.601538842171994
D02 - P10_22,crps_exp,5.627230101388516
D02 - P10_22,crps_cutoff,5.56365262291995
D02 - P10_22,mse_prob,97.61607332988703
D02 - P10_22,mse_exp,98.04261012871285
D02 - P10_22,mse_cutoff,95.42452456435643
D02 - P10_22,es_exp,77.79838396479988
D02 - P10_22,es_cutoff,69.1604721392535
D02 - P10_22,fss_prob_t45,1.0
D02 - P10_22,fss_exp_t45,1.0
D02 - P10_22,fss_cutoff_t45,1.0
D02 - P10_22,fss_prob_t55,0.37037037037037046
D02 - P10_22,fss_exp_t55,0.37037037037037046
D02 - P10_22,fss_cutoff_t55,0.3642384105960266
D02 - P10_23,crps_prob,5.730444563576768
D02 - P10_23,crps_exp,5.754808907917819
D02 - P10_23,crps_cutoff,5.681802852357308
D02 - P10_23,mse_prob,101.904438458339
D02 - P10_23,mse_exp,102.33928232673267
D02 - P10_23,mse_cutoff,99.68687871287128
D02 - P10_23,es_exp,79.48585303968616
D02 - P10_23,es_cutoff,70.56192433167337
D02 - P10_23,fss_prob_t45,1.0
D02 - P10_23,fss_exp_t45,1.0
D02 - P10_23,fss_cutoff_t45,1.0
D02 - P10_23,fss_prob_t55,0.3367003367003367
D02 - P10_23,fss_exp_t55,0.3367003367003367
D02 - P10_23,fss_cutoff_t55,0.3642384105960266
D02 - P10_24,crps_prob,5.849987145497503
D02 - P10_24,crps_exp,5.872758144282897
D02 - P10_24,crps_cutoff,5.791060843021238
D02 - P10_24,mse_prob,105.87440289191525
D02 - P10_24,mse_exp,106.3642898811881
D02 - P10_24,mse_cutoff,103.64371548514849
D02 - P10_24,es_exp,81.04058068041063
D02 - P10_24,es_cutoff,71.8494624979237
D02 - P10_24,fss_prob_t45,1.0
D02 - P10_24,fss_exp_t45,1.0
D02 - P10_24,fss_cutoff_t45,1.0
D02 - P10_24,fss_prob_t55,0.3030303030303031
D02 - P10_24,fss_exp_t55,0.3030303030303031
D02 - P10_24,fss_cutoff_t55,0.3030303030303031
D02 - P10_25,crps_prob,5.960238891472811
D02 - P10_25,crps_exp,5.981777302054529
D02 - P10_25,crps_cutoff,5.894972556715131
D02 - P10_25,mse_prob,109.52210071837872
D02 - P10_25,mse_exp,110.0443583762376
D02 - P10_25,mse_cutoff,107.33690708910889
D02 - P10_25,es_exp,82.44732739769952
D02 - P10_25,es_cutoff,73.04499721859602
D02 - P10_25,fss_prob_t45,1.0
